,0,1,2,3,4,5,6
387,16583,"Sep 14, 2024
8:30 AM PDT",SF Elite SFEA 2015G Blue,-,San Carlos United Soccer Club San Carlos United SC 15G Blue,South Sunset  - South Sunset #3,Bronze - Region 1 - North
388,16580,"Sep 14, 2024
2:45 PM PDT",San Francisco Seals SF Seals 15G Black,-,SF Aftershocks FC SF Aftershocks 15G Black,Rossi Park - Field #1,Bronze - Region 1 - North
389,16575,"Sep 15, 2024
12:00 PM PDT",Belmont United Soccer Club Belmont United 15G Wave FC Black,-,SF Aftershocks FC SF Aftershocks 15G Black,Marlin Park - SE 7v7,Bronze - Region 1 - North
390,16582,"Sep 15, 2024
12:00 PM PDT",San Bruno Lowen 83 Cheetahs Black 15/16G,-,Girls Unite Girls Unite 2015G Believe Gray,Crestmoor Fields - Crestmoor Upper C (7v7),Bronze - Region 1 - North
391,16584,"Sep 21, 2024
9:00 AM PDT",SF Elite SFEA 2015G Blue,-,Dnamo FC Dnamo FC Lazio,Rossi Park - Pitch #1,Bronze - Region 1 - North
392,16587,"Sep 21, 2024
2:30 PM PDT",San Carlos United Soccer Club San Carlos United SC 15G Blue,-,San Francisco Seals SF Seals 15G Black,Highlands - Stadium 7v7,Bronze - Region 1 - North
393,16586,"Sep 21, 2024
3:00 PM PDT",San Bruno Lowen 83 Cheetahs Black 15/16G,-,Belmont United Soccer Club Belmont United 15G Wave FC Black,Crestmoor Fields - Crestmoor Upper C (7v7),Bronze - Region 1 - North
394,16585,"Sep 21, 2024
3:15 PM PDT",SF Aftershocks FC SF Aftershocks 15G Black,-,Girls Unite Girls Unite 2015G Believe Gray,South Sunset  - South Sunset #3,Bronze - Region 1 - North
395,16573,"Sep 22, 2024
8:30 AM PDT",SF Elite SFEA 2015G Blue,-,San Francisco Seals SF Seals 15G Black,Mission Playground - #1,Bronze - Region 1 - North
396,16574,"Sep 22, 2024
9:40 AM PDT",Girls Unite Girls Unite 2015G Believe Gray,-,San Carlos United Soccer Club San Carlos United SC 15G Blue,Mission Playground - 1,Bronze - Region 1 - North
397,16572,"Sep 22, 2024
12:00 PM PDT",San Bruno Lowen 83 Cheetahs Black 15/16G,-,Dnamo FC Dnamo FC Lazio,Crestmoor Fields - Crestmoor Upper C (7v7),Bronze - Region 1 - North
398,16578,"Sep 29, 2024
8:30 AM PDT",SF Aftershocks FC SF Aftershocks 15G Black,-,SF Elite SFEA 2015G Blue,South Sunset  - South Sunset #2,Bronze - Region 1 - North
399,16591,"Oct 05, 2024
1:00 PM PDT",Girls Unite Girls Unite 2015G Believe Gray,-,SF Elite SFEA 2015G Blue,South Sunset - Field #3,Bronze - Region 1 - North
400,16590,"Oct 05, 2024
2:45 PM PDT",Belmont United Soccer Club Belmont United 15G Wave FC Black,-,San Francisco Seals SF Seals 15G Black,Marlin Park - SE 7v7,Bronze - Region 1 - North
401,16588,"Oct 05, 2024
3:15 PM PDT",Dnamo FC Dnamo FC Lazio,-,San Carlos United Soccer Club San Carlos United SC 15G Blue,South Sunset - Field #3,Bronze - Region 1 - North
402,16589,"Oct 06, 2024
8:30 AM PDT",SF Aftershocks FC SF Aftershocks 15G Black,-,San Bruno Lowen 83 Cheetahs Black 15/16G,South Sunset  - South Sunset #2,Bronze - Region 1 - North
403,16592,"Oct 12, 2024
3:15 PM PDT",Girls Unite Girls Unite 2015G Believe Gray,-,Belmont United Soccer Club Belmont United 15G Wave FC Black,South Sunset - Field #3,Bronze - Region 1 - North
404,16594,"Oct 13, 2024
8:30 AM PDT",SF Elite SFEA 2015G Blue,-,San Bruno Lowen 83 Cheetahs Black 15/16G,South Sunset  - South Sunset #2,Bronze - Region 1 - North
405,16593,"Oct 13, 2024
2:10 PM PDT",San Francisco Seals SF Seals 15G Black,-,Dnamo FC Dnamo FC Lazio,Minnie & Lovie Ward - Field #3,Bronze - Region 1 - North
406,16598,"Oct 19, 2024
8:30 AM PDT",Girls Unite Girls Unite 2015G Believe Gray,-,San Francisco Seals SF Seals 15G Black,South Sunset - Field #3,Bronze - Region 1 - North
407,16596,"Oct 19, 2024
11:30 AM PDT",San Carlos United Soccer Club San Carlos United SC 15G Blue,-,San Bruno Lowen 83 Cheetahs Black 15/16G,Heather School - Heather 7v7,Bronze - Region 1 - North
408,16597,"Oct 19, 2024
1:00 PM PDT",Dnamo FC Dnamo FC Lazio,-,SF Aftershocks FC SF Aftershocks 15G Black,South Sunset - Field #3,Bronze - Region 1 - North
409,16595,"Oct 20, 2024
8:00 AM PDT",San Carlos United Soccer Club San Carlos United SC 15G Blue,-,SF Aftershocks FC SF Aftershocks 15G Black,Heather School - Heather 7v7,Bronze - Region 1 - North
410,16599,"Oct 20, 2024
9:30 AM PDT",Belmont United Soccer Club Belmont United 15G Wave FC Black,-,SF Elite SFEA 2015G Blue,Marlin Park - SE 7v7,Bronze - Region 1 - North
411,16602,"Nov 02, 2024
1:00 PM PDT",San Carlos United Soccer Club San Carlos United SC 15G Blue,-,Girls Unite Girls Unite 2015G Believe Gray,Heather School - Heather 7v7,Bronze - Region 1 - North
412,16581,"Nov 03, 2024
2:15 PM PST",Belmont United Soccer Club Belmont United 15G Wave FC Black,-,Dnamo FC Dnamo FC Lazio,Marlin Park - SE 7v7,Bronze - Region 1 - North
413,16601,"Nov 16, 2024
10:10 AM PST",San Francisco Seals SF Seals 15G Black,-,SF Elite SFEA 2015G Blue,Rossi Park - Field #1,Bronze - Region 1 - North
414,16600,"Nov 16, 2024
10:45 AM PST",Dnamo FC Dnamo FC Lazio,-,San Bruno Lowen 83 Cheetahs Black 15/16G,South Sunset - Field #3,Bronze - Region 1 - North
415,16603,"Nov 16, 2024
2:45 PM PST",SF Aftershocks FC SF Aftershocks 15G Black,-,Belmont United Soccer Club Belmont United 15G Wave FC Black,Rossi Park - Pitch #1,Bronze - Region 1 - North
416,12683,"Aug 16, 2024
6:30 PM PDT",CV Futbol Academy CVFA 15G Black,9 - 0,Atwater Kaos Futbol Club Kaos 2015G Blue Silva,Turlock Regional Sports Complex - Turlock Regional Sports Complex,Bronze - Region 8
417,12666,"Aug 24, 2024
5:30 PM PDT",Sierra United Soccer Club Sierra United 15G,2 - 0,Merced United FC MUFC 2015G White,Standard Park - Large FIeld,Bronze - Region 8
418,12670,"Aug 25, 2024
1:00 PM PDT",CV Futbol Academy CVFA 15G Black,2 - 2,Sierra United Soccer Club Sierra United 15G,Turlock Regional Sports Complex - Turlock Regional Sports Complex,Bronze - Region 8
419,12668,"Sep 06, 2024
6:30 PM PDT",CV Futbol Academy CVFA 15G Black,6 - 1,Merced United FC MUFC 2015G White,Turlock Regional Sports Complex - Turlock Regional Sports Complex,Bronze - Region 8
420,12667,"Sep 07, 2024
5:00 PM PDT",Sierra United Soccer Club Sierra United 15G,3 - 1,Atwater Kaos Futbol Club Kaos 2015G Blue Silva,Standard Park - Large FIeld,Bronze - Region 8
421,12680,"Sep 14, 2024
5:00 PM PDT",Sierra United Soccer Club Sierra United 15G,-,CV Futbol Academy CVFA 15G Black,Standard Park - Large FIeld,Bronze - Region 8
422,12671,"Sep 20, 2024
6:30 PM PDT",Merced United FC MUFC 2015G White,-,Atwater Kaos Futbol Club Kaos 2015G Blue Silva,Merced College - MJC Field #2 7v7,Bronze - Region 8
423,12665,"Sep 28, 2024
1:00 PM PDT",Turlock Academica Jrs Turlock Academica Jrs 15G,-,CV Futbol Academy CVFA 15G Black,Academica Soccer Fields - Field A (7v7 / 11v11),Bronze - Region 8
424,12672,"Oct 04, 2024
6:30 PM PDT",Turlock Academica Jrs Turlock Academica Jrs 15G,-,Sierra United Soccer Club Sierra United 15G,Academica Soccer Fields - Field A (7v7 / 11v11),Bronze - Region 8
425,12674,"Oct 05, 2024
12:45 PM PDT",Merced United FC MUFC 2015G White,-,Turlock Academica Jrs Turlock Academica Jrs 15G,Merced College - MJC Field #2 7v7,Bronze - Region 8
426,12676,"Oct 12, 2024
9:00 AM PDT",Merced United FC MUFC 2015G White,-,Sierra United Soccer Club Sierra United 15G,Merced College - MJC Field #2 7v7,Bronze - Region 8
427,12675,"Oct 13, 2024
2:00 PM PDT",CV Futbol Academy CVFA 15G Black,-,Turlock Academica Jrs Turlock Academica Jrs 15G,Turlock Regional Sports Complex - Turlock Regional Sports Complex,Bronze - Region 8
428,12677,"Nov 02, 2024
10:00 AM PDT",Atwater Kaos Futbol Club Kaos 2015G Blue Silva,-,Sierra United Soccer Club Sierra United 15G,Winfield Elementary School   - 7v7 Field,Bronze - Region 8
429,12673,"Nov 03, 2024
9:00 AM PST",Atwater Kaos Futbol Club Kaos 2015G Blue Silva,-,CV Futbol Academy CVFA 15G Black,Winfield Elementary School   - 7v7 Field,Bronze - Region 8
430,12682,"Nov 03, 2024
1:00 PM PST",Sierra United Soccer Club Sierra United 15G,-,Turlock Academica Jrs Turlock Academica Jrs 15G,Standard Park - Large FIeld,Bronze - Region 8
431,12684,"Nov 09, 2024
11:00 AM PST",Turlock Academica Jrs Turlock Academica Jrs 15G,-,Merced United FC MUFC 2015G White,Academica Soccer Fields - Field A (7v7 / 11v11),Bronze - Region 8
432,12669,"Nov 10, 2024
12:00 PM PST",Atwater Kaos Futbol Club Kaos 2015G Blue Silva,-,Turlock Academica Jrs Turlock Academica Jrs 15G,Winfield Elementary School   - 7v7 Field,Bronze - Region 8
433,12678,"Nov 16, 2024
12:45 PM PST",Merced United FC MUFC 2015G White,-,CV Futbol Academy CVFA 15G Black,Merced College - MJC Field #2 7v7,Bronze - Region 8
434,12679,"Nov 16, 2024
1:30 PM PST",Turlock Academica Jrs Turlock Academica Jrs 15G,-,Atwater Kaos Futbol Club Kaos 2015G Blue Silva,Academica Soccer Fields - Field A (7v7 / 11v11),Bronze - Region 8
435,12681,"Nov 23, 2024
9:00 AM PST",Atwater Kaos Futbol Club Kaos 2015G Blue Silva,-,Merced United FC MUFC 2015G White,Winfield Elementary School   - 7v7 Field,Bronze - Region 8
436,12322,"Aug 24, 2024
9:00 AM PDT",Kings County Soccer Club Kings County 15G Orange,1 - 3,South Valley United Soccer Club South Valley United G15 Black,Hanford Soccer Complex - Comp 6,Gold - Region 7
437,12321,"Aug 25, 2024
3:30 PM PDT",California Odyssey Soccer Club COSC 15G Red,2 - 2,Clovis Crossfire  15G Blue,Clovis Elementary - 2 7v7,Gold - Region 7
438,12324,"Sep 06, 2024
6:30 PM PDT",Kings County Soccer Club Kings County 15G Orange,0 - 1,Clovis Crossfire  15G Blue,Hanford Soccer Complex - Comp 5,Gold - Region 7
439,12325,"Sep 14, 2024
12:30 PM PDT",California Odyssey Soccer Club COSC 15G Red,-,Kings County Soccer Club Kings County 15G Orange,Clovis Elementary - 2 7v7,Gold - Region 7
440,12326,"Sep 14, 2024
3:30 PM PDT",Clovis Crossfire  15G Blue,-,South Valley United Soccer Club South Valley United G15 Black,Granite Park - Granite Park 7v7,Gold - Region 7
441,12327,"Sep 21, 2024
9:30 AM PDT",Clovis Crossfire  15G Blue,-,California Odyssey Soccer Club COSC 15G Red,Granite Park - Granite Park 7v7,Gold - Region 7
442,12328,"Sep 21, 2024
12:30 PM PDT",South Valley United Soccer Club South Valley United G15 Black,-,Kings County Soccer Club Kings County 15G Orange,Neighborhood Church-SVU Soccer Fields -  Field 4,Gold - Region 7
443,12323,"Sep 22, 2024
3:30 PM PDT",South Valley United Soccer Club South Valley United G15 Black,-,California Odyssey Soccer Club COSC 15G Red,Neighborhood Church-SVU Soccer Fields - Field 3,Gold - Region 7
444,12331,"Sep 28, 2024
9:00 AM PDT",Kings County Soccer Club Kings County 15G Orange,-,California Odyssey Soccer Club COSC 15G Red,Hanford Soccer Complex - Comp 6,Gold - Region 7
445,12336,"Sep 29, 2024
9:00 AM PDT",Kings County Soccer Club Kings County 15G Orange,-,Clovis Crossfire  15G Blue,Hanford Soccer Complex - Comp 5,Gold - Region 7
446,12330,"Oct 05, 2024
7:55 AM PDT",Clovis Crossfire  15G Blue,-,Kings County Soccer Club Kings County 15G Orange,Granite Park - Granite Park 7v7,Gold - Region 7
447,12329,"Oct 05, 2024
11:00 AM PDT",California Odyssey Soccer Club COSC 15G Red,-,South Valley United Soccer Club South Valley United G15 Black,Clovis Elementary - 2 7v7,Gold - Region 7
448,12332,"Oct 12, 2024
11:00 AM PDT",South Valley United Soccer Club South Valley United G15 Black,-,Clovis Crossfire  15G Blue,Neighborhood Church-SVU Soccer Fields - Field 3,Gold - Region 7
449,12334,"Oct 19, 2024
11:00 AM PDT",Kings County Soccer Club Kings County 15G Orange,-,South Valley United Soccer Club South Valley United G15 Black,Hanford Soccer Complex - Comp 6,Gold - Region 7
450,12337,"Oct 20, 2024
3:30 PM PDT",California Odyssey Soccer Club COSC 15G Red,-,Kings County Soccer Club Kings County 15G Orange,Clovis Elementary - 2 7v7,Gold - Region 7
451,12335,"Nov 16, 2024
12:30 PM PST",South Valley United Soccer Club South Valley United G15 Black,-,California Odyssey Soccer Club COSC 15G Red,Neighborhood Church-SVU Soccer Fields - Field 3,Gold - Region 7
452,12333,"Nov 17, 2024
2:00 PM PST",California Odyssey Soccer Club COSC 15G Red,-,Clovis Crossfire  15G Blue,Clovis Elementary - 2 7v7,Gold - Region 7
453,12338,"Nov 23, 2024
11:00 AM PST",Clovis Crossfire  15G Blue,-,South Valley United Soccer Club South Valley United G15 Black,Granite Park - Granite Park 7v7,Gold - Region 7
454,2140,"Aug 24, 2024
8:30 AM PDT",Greenhaven Soccer Club Greenhaven SC 15G I,1 - 2,Rocklin FC Rocklin FC 15G Navy,Reginald Renfree Park  - Field 1,Gold - Region 6
455,2165,"Aug 24, 2024
10:30 AM PDT",Elk Grove Soccer 2015G Elite 1,2 - 4,Placer United Soccer Club Placer United 15G Pre-ECNL,Nottoli Park - Nottoli West,Gold - Region 6
456,2138,"Sep 06, 2024
6:30 PM PDT",San Juan Soccer Club Spirits 15 Blue,2 - 1,Placer United Soccer Club Placer United 15G Pre-ECNL,SAN JUAN SOCCER CLUB - Red - A (North),Gold - Region 6
457,2143,"Sep 07, 2024
9:45 AM PDT",Rocklin FC Rocklin FC 15G Navy,4 - 0,Lincoln FC Lincoln FC 15G,Margaret Azevedo Park - Lower Field 7v7,Gold - Region 6
458,2142,"Sep 07, 2024
11:10 AM PDT",Greenhaven Soccer Club Greenhaven SC 15G I,4 - 0,Reno APEX Soccer Club 2015 Girls Premier,Reginald Renfree Park  - Field 1,Gold - Region 6
459,2144,"Sep 13, 2024
6:15 PM PDT",Placer United Soccer Club Placer United 15G Pre-ECNL,-,Elk Grove Soccer 2015G Elite 1,Glen Willow Park - Glen Willow Park 7v7,Gold - Region 6
460,2146,"Sep 14, 2024
12:30 PM PDT",Greenhaven Soccer Club Greenhaven SC 15G I,-,Lincoln FC Lincoln FC 15G,Reginald Renfree Park  - Field 1,Gold - Region 6
461,2149,"Sep 20, 2024
6:00 PM PDT",Elk Grove Soccer 2015G Elite 1,-,Greenhaven Soccer Club Greenhaven SC 15G I,Nottoli Park - Nottoli East,Gold - Region 6
462,2148,"Sep 21, 2024
8:00 AM PDT",Placer United Soccer Club Placer United 15G Pre-ECNL,-,Lincoln FC Lincoln FC 15G,Glen Willow Park - Glen Willow Park 7v7,Gold - Region 6
463,2150,"Sep 22, 2024
4:00 PM PDT",Rocklin FC Rocklin FC 15G Navy,-,San Juan Soccer Club Spirits 15 Blue,Margaret Azevedo Park - Lower Field 7v7,Gold - Region 6
464,2157,"Sep 27, 2024
6:30 PM PDT",Lincoln FC Lincoln FC 15G,-,San Juan Soccer Club Spirits 15 Blue,Foskett Regional Park - Foskett #1,Gold - Region 6
465,2152,"Oct 05, 2024
8:30 AM PDT",Greenhaven Soccer Club Greenhaven SC 15G I,-,Placer United Soccer Club Placer United 15G Pre-ECNL,Reginald Renfree Park  - Field 1,Gold - Region 6
466,2151,"Oct 05, 2024
1:15 PM PDT",Lincoln FC Lincoln FC 15G,-,Elk Grove Soccer 2015G Elite 1,Pete Singer Park - Singer Park South,Gold - Region 6
467,2153,"Oct 11, 2024
6:30 PM PDT",San Juan Soccer Club Spirits 15 Blue,-,Greenhaven Soccer Club Greenhaven SC 15G I,SAN JUAN SOCCER CLUB - Red - A (North),Gold - Region 6
468,2154,"Oct 12, 2024
11:45 AM PDT",Placer United Soccer Club Placer United 15G Pre-ECNL,-,Rocklin FC Rocklin FC 15G Navy,Glen Willow Park - Glen Willow Park 7v7,Gold - Region 6
469,2155,"Oct 12, 2024
11:45 AM PDT",Elk Grove Soccer 2015G Elite 1,-,Reno APEX Soccer Club 2015 Girls Premier,Nottoli Park - Nottoli West,Gold - Region 6
470,2145,"Oct 13, 2024
12:15 PM PDT",Rocklin FC Rocklin FC 15G Navy,-,Reno APEX Soccer Club 2015 Girls Premier,Margaret Azevedo Park - Lower Field 7v7,Gold - Region 6
471,2156,"Oct 19, 2024
11:45 AM PDT",Reno APEX Soccer Club 2015 Girls Premier,-,Placer United Soccer Club Placer United 15G Pre-ECNL,South Valleys Regional Park Upper Fields - Field 3 - 7v7,Gold - Region 6
472,2158,"Oct 19, 2024
5:15 PM PDT",Rocklin FC Rocklin FC 15G Navy,-,Elk Grove Soccer 2015G Elite 1,Margaret Azevedo Park - Lower Field 7v7,Gold - Region 6
473,2147,"Oct 20, 2024
10:30 AM PDT",San Juan Soccer Club Spirits 15 Blue,-,Reno APEX Soccer Club 2015 Girls Premier,SAN JUAN SOCCER CLUB - Red - A (North),Gold - Region 6
474,2159,"Nov 16, 2024
9:15 AM PST",Placer United Soccer Club Placer United 15G Pre-ECNL,-,San Juan Soccer Club Spirits 15 Blue,Glen Willow Park - Glen Willow Park 7v7,Gold - Region 6
475,2161,"Nov 16, 2024
9:45 AM PST",Rocklin FC Rocklin FC 15G Navy,-,Greenhaven Soccer Club Greenhaven SC 15G I,Margaret Azevedo Park - Lower Field 7v7,Gold - Region 6
476,2160,"Nov 16, 2024
11:30 AM PST",Lincoln FC Lincoln FC 15G,-,Reno APEX Soccer Club 2015 Girls Premier,Pete Singer Park - Singer Park South,Gold - Region 6
477,2139,"Nov 16, 2024
4:00 PM PST",Lincoln FC Lincoln FC 15G,-,Reno APEX Soccer Club 2015 Girls Premier,Pete Singer Park - Singer Park South,Gold - Region 6
478,2141,"Nov 17, 2024
12:00 PM PST",Elk Grove Soccer 2015G Elite 1,-,San Juan Soccer Club Spirits 15 Blue,Nottoli Park - East # 12,Gold - Region 6
479,2164,"Nov 23, 2024
9:00 AM PST",Lincoln FC Lincoln FC 15G,-,Rocklin FC Rocklin FC 15G Navy,Pete Singer Park - Singer Park South,Gold - Region 6
480,2163,"Nov 23, 2024
1:50 PM PST",Greenhaven Soccer Club Greenhaven SC 15G I,-,Reno APEX Soccer Club 2015 Girls Premier,Reginald Renfree Park  - Field 1,Gold - Region 6
481,2162,"Nov 23, 2024
6:00 PM PST",San Juan Soccer Club Spirits 15 Blue,-,Elk Grove Soccer 2015G Elite 1,SAN JUAN SOCCER CLUB - Red - A (North),Gold - Region 6
482,12358,"Aug 24, 2024
10:30 AM PDT",Mill Valley Soccer Club MVSC Rockers Red 2015,2 - 3,Santa Rosa Empire Soccer Club Santa Rosa Empire SC 15G The Reds,Alto Field - Alto West,Silver - Region 5
483,12360,"Sep 07, 2024
8:00 AM PDT",Mill Valley Soccer Club MVSC Rockers Red 2015,4 - 2,Marin FC Marin FC G15Red,Bayfront Park - Bell/Ropers,Silver - Region 5
484,12359,"Sep 07, 2024
3:00 PM PDT",Santa Rosa Empire Soccer Club Santa Rosa Empire SC 15G The Reds,4 - 1,Corte Madera Football Club Corte Madera FC Girls Red 2015,Austin Creek Elementary School - Soccer Field,Silver - Region 5
485,12361,"Sep 14, 2024
3:00 PM PDT",Corte Madera Football Club Corte Madera FC Girls Red 2015,-,Mill Valley Soccer Club MVSC Rockers Red 2015,Town Park Corte Madera - Field H,Silver - Region 5
486,12362,"Sep 14, 2024",Marin FC Marin FC G15Red,-,Santa Rosa Empire Soccer Club Santa Rosa Empire SC 15G The Reds,,Silver - Region 5
487,12363,"Sep 21, 2024
11:00 AM PDT",Marin FC Marin FC G15Red,-,Corte Madera Football Club Corte Madera FC Girls Red 2015,Hall Middle School - Hall Middle School,Silver - Region 5
488,12373,"Sep 22, 2024
10:00 AM PDT",Corte Madera Football Club Corte Madera FC Girls Red 2015,-,Mill Valley Soccer Club MVSC Rockers Red 2015,Town Park Corte Madera - Field H,Silver - Region 5
489,12366,"Oct 05, 2024
8:30 AM PDT",Marin FC Marin FC G15Red,-,Mill Valley Soccer Club MVSC Rockers Red 2015,College of Marin - Mackey Field (grass) -- 7v7 (U9/U10),Silver - Region 5
490,12365,"Oct 05, 2024
1:00 PM PDT",Corte Madera Football Club Corte Madera FC Girls Red 2015,-,Santa Rosa Empire Soccer Club Santa Rosa Empire SC 15G The Reds,Town Park Corte Madera - Field H,Silver - Region 5
491,12367,"Oct 12, 2024
1:30 PM PDT",Mill Valley Soccer Club MVSC Rockers Red 2015,-,Corte Madera Football Club Corte Madera FC Girls Red 2015,Alto Field - Alto West,Silver - Region 5
492,12368,"Oct 12, 2024
3:00 PM PDT",Santa Rosa Empire Soccer Club Santa Rosa Empire SC 15G The Reds,-,Marin FC Marin FC G15Red,Austin Creek Elementary School - Soccer Field,Silver - Region 5
493,12364,"Oct 13, 2024
9:00 AM PDT",Santa Rosa Empire Soccer Club Santa Rosa Empire SC 15G The Reds,-,Mill Valley Soccer Club MVSC Rockers Red 2015,Austin Creek Elementary School - Soccer Field,Silver - Region 5
494,12357,"Oct 13, 2024
10:00 AM PDT",Corte Madera Football Club Corte Madera FC Girls Red 2015,-,Marin FC Marin FC G15Red,Town Park Corte Madera - Field H,Silver - Region 5
495,12369,"Oct 19, 2024
9:00 AM PDT",Corte Madera Football Club Corte Madera FC Girls Red 2015,-,Marin FC Marin FC G15Red,Town Park Corte Madera - Field H,Silver - Region 5
496,12371,"Nov 16, 2024
9:00 AM PST",Santa Rosa Empire Soccer Club Santa Rosa Empire SC 15G The Reds,-,Corte Madera Football Club Corte Madera FC Girls Red 2015,Austin Creek Elementary School - Soccer Field,Silver - Region 5
497,12372,"Nov 16, 2024
9:15 AM PST",Mill Valley Soccer Club MVSC Rockers Red 2015,-,Marin FC Marin FC G15Red,Alto Field - Alto East,Silver - Region 5
498,12374,"Nov 17, 2024
3:30 PM PST",Marin FC Marin FC G15Red,-,Santa Rosa Empire Soccer Club Santa Rosa Empire SC 15G The Reds,Hall Middle School - Hall Middle School,Silver - Region 5
499,12370,"Dec 07, 2024
9:15 AM PST",Mill Valley Soccer Club MVSC Rockers Red 2015,-,Santa Rosa Empire Soccer Club Santa Rosa Empire SC 15G The Reds,Alto Field - Alto East,Silver - Region 5
500,12404,"Aug 17, 2024
10:40 AM PDT",Loomis Youth Soccer Club 2015 Loomis Firebirds,2 - 12,Roseville Youth Soccer Club Roseville SC 2015G Green,Sterling Point Park - Sterling Pointe 7v7,Silver - Region 6 East 1
501,12376,"Aug 24, 2024
9:00 AM PDT",Roseville Youth Soccer Club Roseville SC 2015G Green,3 - 4,El Dorado Hills Soccer Club EDHSC 15G Gold,Maidu Soccer Complex - Maidu Field 6A,Silver - Region 6 East 1
502,12375,"Aug 24, 2024
9:00 AM PDT",Folsom Lake Surf FLS 15G Academy I,3 - 5,Butte United Soccer Club BUSC 2015G Black,John Kemp Community Park - Kemp 1 - B,Silver - Region 6 East 1
503,12402,"Aug 25, 2024
11:15 AM PDT",Butte United Soccer Club BUSC 2015G Black,3 - 0,Blues FC Blues 15G Navy,DeGarmo Park - 7v7 BUSC (Field #2),Silver - Region 6 East 1
